Name,Authors,Full journal,Title,URLs,Item type,Sub-type,Topic area,Molecules,Keywords (GFI),Technology sector,Common Name,Abstract,Keywords,Resource,Creative Commons License,Cell Lines (developed or characterized),Cell Lines (used),Species,Notes (public),Publication year,Volume,Issue,Pages,Journal,Publisher,Date published,Conference date,ISSN,ISSN (alt.),DOI,PMID,PMC ID,Copyright,Affiliation,Language,Editors,Institution,Edition,Book title,ISBN,ISBN (alt.),Series,Proceedings title,Eprint ID,Source,Created,Last Modified
Tuomisto_2014,"Tuomisto HL,Ellis MJ,Haastrup P,Others",,Environmental impacts of cultured meat: alternative production scenarios,https://core.ac.uk/download/pdf/38629617.pdf,Conference Paper,,"Cultivated,Meat",,Environmental impacts (alternative protein),,,Cultured meat is produced by culturing animal muscle tissue in a laboratory without growing the whole animals. Its development is currently in a research stage. An earlier study showed that cultured meat production could potentially have substantially lower greenhouse gas …,,Cultivated Meat Library,,,,,,2014,,,8-10,,core.ac.uk,2014,,,,,,,,,,,,,,,,,Proceedings of the 9th international conference on life cycle assessment in the agri-food sector,,,2021-07-23,2021-11-02
van der Weele_2014,"van der Weele C,Tramper J",Trends in biotechnology,Cultured meat: every village its own factory?,http://dx.doi.org/10.1016/j.tibtech.2014.04.009; https://www.ncbi.nlm.nih.gov/pubmed/24856100; https://linkinghub.elsevier.com/retrieve/pii/S0167-7799(14)00086-9; https://www.sciencedirect.com/science/article/pii/S0167779914000869; https://gastronomiaycia.republica.com/wp-content/uploads/2014/05/estudio_carne_in_vitro.pdf,Journal Article,Review,"Cultivated,Meat",,,,,"Rising global demand for meat will result in increased environmental pollution, energy consumption, and animal suffering. Cultured meat, produced in an animal-cell cultivation process, is a technically feasible alternative lacking these disadvantages, provided that an animal-component-free growth medium can be developed. Small-scale production looks particularly promising, not only technologically but also for societal acceptance. Economic feasibility, however, emerges as the real obstacle.",,Cultivated Meat Library,,,,,,2014,32,6,294-296,Trends Biotechnol.,Elsevier,2014-06,,0167-7799,1879-3096,10.1016/j.tibtech.2014.04.009,24856100,,,"Communication, Philosophy and Technology, Wageningen University, P.O. Box 8130, 6700 EW Wageningen, The Netherlands. Bioprocess Engineering, Wageningen University, P.O. Box 8129, 6700 EV Wageningen, The Netherlands. Electronic address: hans.tramper@wur.nl.",en,,,,,,,,,,,2021-07-23,2021-11-10
Kadim_2015,"Kadim IT,Mahgoub O,Baqir S,Faye B,Purchas R",Journal of integrative agriculture,Cultured meat from muscle stem cells: A review of challenges and prospects,http://linkinghub.elsevier.com/retrieve/pii/S2095311914608819,Journal Article,Review,"Cultivated,Meat",,,,,,,Cultivated Meat Library,,,,,,2015,14,2,222-233,J. Integr. Agric.,,2015-02-01,,2095-3119,,,,,,,,,,,,,,,,,,2021-07-23,2021-11-10
Mattick_2015a,"Mattick CS,Landis AE,Allenby BR",Journal of integrative agriculture,A case for systemic environmental analysis of cultured meat,http://www.sciencedirect.com/science/article/pii/S2095311914608856; http://dx.doi.org/10.1016/S2095-3119(14)60885-6; https://www.sciencedirect.com/science/article/pii/S2095311914608856; http://www.chinaagrisci.com/Jwk_zgnykxen/EN/article/downloadArticleFile.do?attachType=PDF&id=9665,Journal Article,Review,"Cultivated,Meat",,Environmental impacts (alternative protein),,,"The environmental implications of cultured meat are profound. An anticipatory life cycle assessment of cultured meat published in 2011 suggested it could have a smaller impact than agricultural meat in all categories except energy consumption. As with most technologies, cultured meat will almost certainly be accompanied by unintended consequences as well as unforeseen costs and benefits that accrue disproportionately to different stakeholders. Uncertainty associated with new engineered products cannot be completely eliminated prior to introduction, but ongoing environmental assessments of the technologies as they advance can serve to reduce unforeseen risks. Given the pace at which tissue engineering is advancing, systemic assessments of the technology will be pivotal in mitigating unintended environmental consequences.",cultured meat; meat; factory-grown food; anticipatory life cycle assessment; systemic environmental implications of emerging technologies,Cultivated Meat Library,,,,,,2015,14,2,249-254,J. Integr. Agric.,Elsevier,2015-02-01,,2095-3119,,10.1016/S2095-3119(14)60885-6,,,,,,,,,,,,,,,,2021-07-23,2021-11-10
Mattick_2015b,"Mattick CS,Landis AE,Allenby BR,Genovese NJ",Environmental science & technology,Anticipatory Life Cycle Analysis of In Vitro Biomass Cultivation for Cultured Meat Production in the United States,http://pubs.acs.org/doi/10.1021/acs.est.5b01614,Journal Article,Research Article,"Cultivated,Meat",,Environmental impacts (alternative protein),,,,,Cultivated Meat Library,,,,,,2015,49,19,11941-11949,Environ. Sci. Technol.,,2015-09-24,,0013-936X,,,,,,,,,,,,,,,,,,2021-07-23,2021-11-10
Smetana_2015,"Smetana S,Mathys A,Knoch A,Heinz V",International Journal of Life Cycle Assessment,Meat alternatives: life cycle assessment of most known meat substitutes,https://doi.org/10.1007/s11367-015-0931-6; http://dx.doi.org/10.1007/s11367-015-0931-6; https://link.springer.com/article/10.1007/s11367-015-0931-6,Journal Article,Research Article,"Cultivated,Plant-based,Fermentation,Meat",,"Environmental impacts (alternative protein),Lifecycle assessment",,,"Food production is among the highest human environmental impacting activities. Agriculture itself accounts for 70–85 % of the water footprint and 30 % of world greenhouse gas emissions (2.5 times more than global transport). Food production’s projected increase in 70 % by 2050 highlights the importance of environmental impacts connected with meat production. The production of various meat substitutes (plant-based, mycoprotein-based, dairy-based, and animal-based substitutes) aims to reduce the environmental impact caused by livestock. This article outlined the comparative analysis of meat substitutes’ environmental performance in order to estimate the most promising options.",,"Cultivated Meat Library,Fermentation Library",,,,,,2015,20,9,1254-1267,Int. J. Life Cycle Assess.,,2015-09-01,,0948-3349,1614-7502,10.1007/s11367-015-0931-6,,,,"German Institute of Food Technologies (DIL-e.V.), Quakenbrück, 49610, Germany; Institute of Structural Analysis and Planning in Areas of Intensive Agriculture, University of Vechta, Vechta, 49364, Germany",,,,,,,,,,,,2021-07-23,2023-04-28
Verbeke_2015a,"Verbeke W,Sans P,Van Loo EJ",Journal of integrative agriculture,Challenges and prospects for consumer acceptance of cultured meat,http://www.sciencedirect.com/science/article/pii/S2095311914608844; http://dx.doi.org/10.1016/S2095-3119(14)60884-4; https://www.sciencedirect.com/science/article/pii/S2095311914608844; https://hal.archives-ouvertes.fr/hal-01491363/document,Journal Article,Review,"Cultivated,Meat",,Consumer preferences,,,"Consumer acceptance of cultured meat is expected to depend on a wide diversity of determinants ranging from technology-related perceptions to product-specific expectations, and including wider contextual factors like media coverage, public involvement, and trust in science, policy and society. This paper discusses the case of cultured meat against this multitude of possible determinants shaping future consumer acceptance or rejection. The paper also presents insights from a primary exploratory study performed in April 2013 with consumers from Flanders (Belgium) (n=180). The concept of cultured meat was only known (unaided) by 13% of the study participants. After receiving basic information about what cultured meat is, participants expressed favorable expectations about the concept. Only 9% rejected the idea of trying cultured meat, while two thirds hesitated and about quarter indicated to be willing to try it. The provision of additional information about the environmental benefits of cultured meat compared to traditional meat resulted in 43% of the participants indicating to be willing to try this novel food, while another 51% indicated to be ‘maybe’ willing to do so. Price and sensory expectations emerged as major obstacles. Consumers eating mostly vegetarian meals were less convinced that cultured meat might be healthy, suggesting that vegetarians may not be the ideal primary target group for this novel meat substitute. Although exploratory rather than conclusive, the findings generally underscore doubts among consumers about trying this product when it would become available, and therefore also the challenge for cultured meat to mimic traditional meat in terms of sensory quality at an affordable price in order to become acceptable for future consumers.",acceptance; artificial; attitude; consumer; cultured; meat; synthetic,"Cultivated Meat Library,Deep dive: Cultivated meat end products",,,,,,2015,14,2,285-294,J. Integr. Agric.,Elsevier,2015-02-01,,2095-3119,,10.1016/S2095-3119(14)60884-4,,,,,,,,,,,,,,,,2021-07-23,2023-01-30
Verbeke_2015b,"Verbeke W,Marcu A,Rutsaert P,Gaspar R,Seibt B,Fletcher D,Barnett J",Meat science,"'Would you eat cultured meat?': Consumers' reactions and attitude formation in Belgium, Portugal and the United Kingdom",http://dx.doi.org/10.1016/j.meatsci.2014.11.013; https://www.ncbi.nlm.nih.gov/pubmed/25541372; https://linkinghub.elsevier.com/retrieve/pii/S0309-1740(14)00501-4; https://www.sciencedirect.com/science/article/pii/S0309174014005014; https://repositorio.iscte-iul.pt/bitstream/10071/9341/5/Would%20you%20eat%20cultured%20meat.pdf,Journal Article,Research Article,"Cultivated,Meat",,Consumer preferences,,,"Cultured meat has evolved from an idea and concept into a reality with the August 2013 cultured hamburger tasting in London. Still, how consumers conceive cultured meat is largely an open question. This study addresses consumers' reactions and attitude formation towards cultured meat through analyzing focus group discussions and online deliberations with 179 meat consumers from Belgium, Portugal and the United Kingdom. Initial reactions when learning about cultured meat were underpinned by feelings of disgust and considerations of unnaturalness. Consumers saw few direct personal benefits but they were more open to perceiving global societal benefits relating to the environment and global food security. Both personal and societal risks were framed in terms of uncertainties about safety and health, and possible adverse societal consequences dealing with loss of farming and eating traditions and rural livelihoods. Further reflection pertained to skepticism about 'the inevitable' scientific progress, concern about risk governance and control, and need for regulation and proper labeling.",Attitude; Consumer; Cultured; In-vitro; Meat; Synthetic,"Cultivated Meat Library,Deep dive: Cultivated meat end products",,,,,,2015,102,,49-58,Meat Sci.,Elsevier,2015-04,,0309-1740,1873-4138,10.1016/j.meatsci.2014.11.013,25541372,,,"Ghent University, Department of Agricultural Economics, Coupure links 653, B-9000 Gent, Belgium. Electronic address: wim.verbeke@ugent.be. University of Surrey, School of Psychology, Guildford Surrey GU2 7XH, United Kingdom. Ghent University, Department of Agricultural Economics, Coupure links 653, B-9000 Gent, Belgium; International Rice Research Institute (IRRI), Los Baños, Laguna, Philippines. Instituto Universitário de Lisboa (ISCTE-IUL), Cis-IUL, 1649-026 Lisboa, Portugal; Universidade de Évora, Departamento de Psicologia, Centro de Investigação em Educação e Psicologia (CIEP), Escola de Ciências Sociais, 7005-345 Évora, Portugal. Instituto Universitário de Lisboa (ISCTE-IUL), Cis-IUL, 1649-026 Lisboa, Portugal; University of Oslo, Department of Psychology, 0373 Oslo, Norway. White October, OX4 1LF Oxford, United Kingdom. University of Bath, Department of Psychology, BA2 7AY Bath, United Kingdom.",en,,,,,,,,,,,2021-07-23,2023-01-30
Listrat_2016,"Listrat A,Lebret B,Louveau I,Astruc T,Bonnet M,Lefaucheur L,Picard B,Bugeon J",The Scientific World Journal,How Muscle Structure and Composition Influence Meat and Flesh Quality,http://dx.doi.org/10.1155/2016/3182746; https://www.ncbi.nlm.nih.gov/pubmed/27022618; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4789028; https://doi.org/10.1155/2016/3182746; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4789028/,Journal Article,Review,"Conventional,Seafood","Collagen,Fat or fatty acid","Muscle microstructure,Sensory Texture,Proteolysis,End product","End product formulation & manufacturing,Cell line development,Scaffolding,Ingredient optimization,Target molecule selection",,"Skeletal muscle consists of several tissues, such as muscle fibers and connective and adipose tissues. This review aims to describe the features of these various muscle components and their relationships with the technological, nutritional, and sensory properties of meat/flesh from different livestock and fish species. Thus, the contractile and metabolic types, size and number of muscle fibers, the content, composition and distribution of the connective tissue, and the content and lipid composition of intramuscular fat play a role in the determination of meat/flesh appearance, color, tenderness, juiciness, flavor, and technological value. Interestingly, the biochemical and structural characteristics of muscle fibers, intramuscular connective tissue, and intramuscular fat appear to play independent role, which suggests that the properties of these various muscle components can be independently modulated by genetics or environmental factors to achieve production efficiency and improve meat/flesh quality.",,"PISCES/ATLAS,Fish-entials,Cultivated Meat Library,Cultivated Meat 101,Deep dive: Cultivated meat scaffolding part B,Deep dive: Cultivated meat scaffolding part C,Deep dive: Plant-based meat crop development,Deep dive: Plant-based meat end product,Deep dive: Cultivated meat end products",CC BY,,,,,2016,2016,,3182746,Scientific World Journal,,2016-02-28,,1537-744X,,10.1155/2016/3182746,27022618,PMC4789028,,"INRA, UMR1213 Herbivores, 63122 Saint-Genès-Champanelle, France; Clermont Université, VetAgro Sup, UMR1213 Herbivores, BP 10448, 63000 Clermont-Ferrand, France. INRA, UMR1348 PEGASE, 35590 Saint-Gilles, France; Agrocampus Ouest, UMR1348 PEGASE, 35000 Rennes, France. INRA, UR0370 QuaPA, 63122 Saint-Genès-Champanelle, France. INRA, UR1037 LPGP, Campus de Beaulieu, 35042 Rennes, France.",en,,,,,,,,,,,2021-03-04,2023-02-02
Radošević_2016,"Radošević K,Dukić B,Andlar M,Slivac I,Gaurina Srček V",Cytotechnology,Adaptation and cultivation of permanent fish cell line CCO in serum-free medium and influence of protein hydrolysates on growth performance,http://dx.doi.org/10.1007/s10616-014-9760-x; https://www.ncbi.nlm.nih.gov/pubmed/24993608; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4698268; https://dx.doi.org/10.1007/s10616-014-9760-x; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4698268/,Journal Article,Research Article,,,Cell culture,Cell culture media,Channel catfish,"In this work we describe the adaptation of channel catfish ovary (CCO) cell line to commercially available Ultra Culture serum-free medium by gradual reduction of serum concentration from 10 to 0 %. With this approach we obtained CCO cells fully adapted to serum-free conditions in 32 days. Growth, nutritional and morphological characteristics of these cells remained unchanged when compared to the control group kept in the presence of serum. Additionally, three commercially available protein hydrolysates were tested for the effects on growth performance of the newly serum-free adapted CCO cells. Supplementation with wheat gluten hydrolysate resulted in growth similar to serum free medium solely, while yeast and soy hydrolysates showed inhibitory effects on the cell growth. Taken together, the successful adaptation of CCO cells to serum-free conditions indicates their potential to be used in cytotoxicity assays when serum omission is demanded or for developing serum free bioprocesses using CCO cells. However, a more extended study on nutrient supplementation is still required to further boost the cell growth in a serum free culture.",CCO cell culture; Cell growth; Freezing; Hydrolysates; Serum-free medium,"PISCES/ATLAS,Deep dive: Cultivated seafood cell culture media,Cultivated Meat Library",,,,Ictalurus punctatus,,2016,68,1,115-121,Cytotechnology,,2016-01,,0920-9069,,10.1007/s10616-014-9760-x,24993608,PMC4698268,,"Laboratory of Cell Culture Technology and Biotransformation, Faculty of Food Technology and Biotechnology, University of Zagreb, 6 Pierotti St., 10000, Zagreb, Croatia. Laboratory of Cell Culture Technology and Biotransformation, Faculty of Food Technology and Biotechnology, University of Zagreb, 6 Pierotti St., 10000, Zagreb, Croatia. vgaurina@pbf.hr.",en,,,,,,,,,,,2021-03-04,2021-11-12
Enrione_2017,"Enrione J,Blaker JJ,Brown DI,Weinstein-Oppenheimer CR,Pepczynska M,Olguín Y,Sánchez E,Acevedo CA",Materials,Edible Scaffolds Based on Non-Mammalian Biopolymers for Myoblast Growth,http://dx.doi.org/10.3390/ma10121404; https://www.ncbi.nlm.nih.gov/pubmed/29292759; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5744339; http://www.mdpi.com/resolver?pii=ma10121404; http://www.mdpi.com/1996-1944/10/12/1404,Journal Article,Research Article,"Cultivated,Meat","Agar/agarose,Alginate,Gelatin",Satellite cell or myoblast,Scaffolding,,"In vitro meat has recently emerged as a new concept in food biotechnology. Methods to produce in vitro meat generally involve the growth of muscle cells that are cultured on scaffolds using bioreactors. Suitable scaffold design and manufacture are critical to downstream culture and meat production. Most current scaffolds are based on mammalian-derived biomaterials, the use of which is counter to the desire to obviate mammal slaughter in artificial meat production. Consequently, most of the knowledge is related to the design and control of scaffold properties based on these mammalian-sourced materials. To address this, four different scaffold materials were formulated using non-mammalian sources, namely, salmon gelatin, alginate, and additives including gelling agents and plasticizers. The scaffolds were produced using a freeze-drying process, and the physical, mechanical, and biological properties of the scaffolds were evaluated. The most promising scaffolds were produced from salmon gelatin, alginate, agarose, and glycerol, which exhibited relatively large pore sizes (~200 μm diameter) and biocompatibility, permitting myoblast cell adhesion (~40%) and growth (~24 h duplication time). The biodegradation profiles of the scaffolds were followed, and were observed to be less than 25% after 4 weeks. The scaffolds enabled suitable myogenic response, with high cell proliferation, viability, and adequate cell distribution throughout. This system composed of non-mammalian edible scaffold material and muscle-cells is promising for the production of in vitro meat.",biopolymer; edible material; in vitro meat; scaffold,"Cultivated Meat Library,Deep dive: Cultivated meat scaffolding part A",,,,,,2017,10,12,,Materials ,,2017-12-08,,1996-1944,,10.3390/ma10121404,29292759,PMC5744339,,"Biopolymer Research and Engineering Lab (BiopREL), Universidad de los Andes, Avenida Monseñor Alvaro del Portillo 12455, Las Condes, Santiago 7550000, Chile. jenrione@uandes.cl. Bio-Active Materials Group, School of Materials, MSS Tower, The University of Manchester, Manchester M13 9PL, UK. jonny.blaker@manchester.ac.uk. Laboratorio de Biología de la Reproducción y del Desarrollo, Instituto de Biología, Facultad de Ciencias, Universidad de Valparaíso, Avenida Gran Bretaña 1111, Valparaíso 2340000, Chile. donald.brown@uv.cl. Escuela de Química y Farmacia, Facultad de Farmacia, Universidad de Valparaíso, Avenida Gran Bretaña 1093, Valparaíso 2340000, Chile. caroline.weinstein@uv.cl. Biopolymer Research and Engineering Lab (BiopREL), Universidad de los Andes, Avenida Monseñor Alvaro del Portillo 12455, Las Condes, Santiago 7550000, Chile. mpepczynska@uandes.cl. Center for Integrative Medicine and Innovative Science (CIMIS), Universidad Andrés Bello, Echaurren 183, Santiago 8320000, Chile. yusser.olguin@unab.cl. Centro de Biotecnología, Universidad Técnica Federico Santa María, Avenida España 1680, Valparaíso 2340000, Chile. elizabeth.sanchez@usm.cl. Centro de Biotecnología, Universidad Técnica Federico Santa María, Avenida España 1680, Valparaíso 2340000, Chile. cristian.acevedo@usm.cl. Departamento de Física, Universidad Técnica Federico Santa María, Avenida España 1680, Valparaíso 2340000, Chile. cristian.acevedo@usm.cl.",en,,,,,,,,,,,2021-07-23,2023-02-10
Genovese_2017a,"Genovese NJ,Domeier TL,Telugu BP,Roberts RM",Scientific reports,Enhanced Development of Skeletal Myotubes from Porcine Induced Pluripotent Stem Cells,http://dx.doi.org/10.1038/srep41833; https://www.ncbi.nlm.nih.gov/pubmed/28165492; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5292944; https://doi.org/10.1038/srep41833; https://www.nature.com/articles/srep41833.pdf; https://www.nature.com/articles/srep41833,Journal Article,Research Article,,,,Cell line development,Pig,"The pig is recognized as a valuable model in biomedical research in addition to its agricultural importance. Here we describe a means for generating skeletal muscle efficiently from porcine induced pluripotent stem cells (piPSC) in vitro thereby providing a versatile platform for applications ranging from regenerative biology to the ex vivo cultivation of meat. The GSK3B inhibitor, CHIR99021 was employed to suppress apoptosis, elicit WNT signaling events and drive naïve-type piPSC along the mesoderm lineage, and, in combination with the DNA methylation inhibitor 5-aza-cytidine, to activate an early skeletal muscle transcription program. Terminal differentiation was then induced by activation of an ectopically expressed MYOD1. Myotubes, characterized by myofibril development and both spontaneous and stimuli-elicited excitation-contraction coupling cycles appeared within 11 days. Efficient lineage-specific differentiation was confirmed by uniform NCAM1 and myosin heavy chain expression. These results provide an approach for generating skeletal muscle that is potentially applicable to other pluripotent cell lines and to generating other forms of muscle.",,Cultivated Meat Library,,,pES(O2K),Sus scrofa,,2017,7,,41833,Sci. Rep.,,2017-02-06,,2045-2322,,10.1038/srep41833,28165492,PMC5292944,,"C.S. Bond Life Sciences Center, University of Missouri, Columbia, MO 6521, USA. Department of Medical Pharmacology and Physiology, University of Missouri, Columbia, MO 65211, USA. Department of Animal and Avian Sciences, University of Maryland, College Park, MD 20742, USA. Animal Bioscience and Biotechnology Laboratory, USDA ARS, Beltsville, MD 20705, USA.",en,,,,,,,,,,,2021-09-10,2022-08-26
Siegrist_2017,"Siegrist M,Sütterlin B",Appetite,Importance of perceived naturalness for acceptance of food additives and cultured meat,http://dx.doi.org/10.1016/j.appet.2017.03.019; https://www.ncbi.nlm.nih.gov/pubmed/28315418; https://linkinghub.elsevier.com/retrieve/pii/S0195-6663(17)30392-6; https://www.sciencedirect.com/science/article/pii/S0195666317303926,Journal Article,Research Article,"Cultivated,Meat",,Consumer preferences,,,"Four experiments examined some factors influencing the perceived naturalness of food products and their biasing effect on risk perception. The results of Experiment 1a showed that three food additives displaying their respective E-numbers (i.e., codes for food additives in the European Union and Switzerland) decreased perceived naturalness. Experiment 1b demonstrated that mentioning possible health effects decreased the perceived naturalness of a plant-based food additive. This experiment further showed that it would not matter for perceived naturalness whether the food was synthetic or nature-identical. Moreover, the results of Experiments 2 and 3 suggested that the same risk associated with meat consumption was much more acceptable for traditionally produced meat compared with in-vitro meat. Experiment 3 further indicated that the perceived naturalness of the meat (i.e., traditional or cultured meat) had a full mediation effect on participants' evaluation of the acceptability of the risk of colon cancer associated with the meat consumption. Even if the new production method (i.e., cultured meat) was more environmentally friendly and less harmful to animals, the perceived lack of naturalness might reduce the acceptability of the risk associated with such a product. The present study provides evidence that consumers rely on symbolic information when evaluating foods, which may lead to biased judgments and decisions.",Cultured meat; E-numbers; Food additives; In-vitro meat; Naturalness; Nature-identical; New food technologies; Risk perception; Synthetic,Cultivated Meat Library,,,,,,2017,113,,320-326,Appetite,Elsevier,2017-06-01,,0195-6663,1095-8304,10.1016/j.appet.2017.03.019,28315418,,,"ETH Zurich, Institute for Environmental Decisions (IED), Consumer Behavior, Universitätstrasse 22, 8092 Zurich, Switzerland. Electronic address: msiegrist@ethz.ch. ETH Zurich, Switzerland.",en,,,,,,,,,,,2021-07-23,2021-11-02
Anderson_2018,"Anderson J,Bryant C",,Messages to Overcome Naturalness Concerns in Clean Meat Acceptance: Primary Findings,https://faunalytics.org/wp-content/uploads/2018/10/Clean-Meat-Acceptance-Primary-Findings.pdf,Report,,"Cultivated,Meat",,Consumer preferences,,,,,Cultivated Meat Library,,,,,,2018,,,,,,2018-07,,,,,,,,,,,,,,,,,,,,2021-07-23,2021-11-02
Bryant_2018,"Bryant C,Barnett J",Meat science,Consumer acceptance of cultured meat: A systematic review,http://dx.doi.org/10.1016/j.meatsci.2018.04.008; https://www.ncbi.nlm.nih.gov/pubmed/29684844; https://linkinghub.elsevier.com/retrieve/pii/S0309-1740(17)31460-2; http://www.sciencedirect.com/science/article/pii/S0309174017314602; https://www.sciencedirect.com/science/article/abs/pii/S0309174017314602,Journal Article,Review,"Cultivated,Meat",,Consumer preferences,,,"Cultured meat grown in-vitro from animal cells is being developed as a way of addressing many of the ethical and environmental concerns associated with conventional meat production. As commercialisation of this technology appears increasingly feasible, there is growing interest in the research on consumer acceptance of cultured meat. We present a systematic review of the peer-reviewed literature, and synthesize and analyse the findings of 14 empirical studies. We highlight demographic variations in consumer acceptance, factors influencing acceptance, common consumer objections, perceived benefits, and areas of uncertainty. We conclude by evaluating the most important objections and benefits to consumers, as well as highlighting areas for future research.",,Cultivated Meat Library,,,,,,2018,143,,8-17,Meat Sci.,,2018-09,,0309-1740,1873-4138,10.1016/j.meatsci.2018.04.008,29684844,,,"Department of Psychology, University of Bath, Claverton Down, Bath BA2 7AY, United Kingdom. Electronic address: C.J.Bryant@bath.ac.uk. Department of Psychology, University of Bath, Claverton Down, Bath BA2 7AY, United Kingdom. Electronic address: J.C.Barnett@bath.ac.uk.",en,,,,,,,,,,,2021-07-23,2021-11-10
